Vrms_current,Vrms,Irms,P,S,PF
0.0617,220.1,0.205,11.749,45.127,0.26
0.0622,222.5,0.207,12.21,45.957,0.266
0.061,226.4,0.188,10.674,42.613,0.25
0.0636,221,0.211,14.034,46.727,0.3
0.0629,221.1,0.209,13.438,46.192,0.291
0.0644,223.4,0.214,12.182,47.813,0.255
0.0626,223.5,0.208,12.09,46.495,0.26
0.0551,220.8,0.17,8.824,37.571,0.235
0.059,224.7,0.182,9.113,40.884,0.223
0.0599,225.5,0.185,10.78,41.717,0.258
0.0592,219.1,0.183,10.547,40.02,0.264
0.055,222.2,0.17,8.786,37.709,0.233
0.0562,225.6,0.173,9.22,39.135,0.236
0.0578,220.5,0.178,10.045,39.353,0.255
0.055,222.6,0.17,8.402,37.758,0.223
0.0598,227,0.185,9.445,41.92,0.225
0.0618,220.4,0.205,12.061,45.212,0.267
0.0545,226.1,0.168,8.326,38.021,0.219
0.0551,223.9,0.17,9.015,38.051,0.237
0.0629,220.1,0.209,13.194,46.017,0.287
0.0628,222.6,0.209,12.225,46.444,0.263
0.0623,224.7,0.207,12.571,46.529,0.27
0.0624,222.5,0.207,12.955,46.099,0.281
0.063,224.9,0.209,11.779,47.037,0.25
0.0641,221.1,0.213,14.859,47.111,0.315
0.0612,219.4,0.203,13.43,44.594,0.301
0.0617,225,0.205,11.808,46.135,0.256
0.0639,221.6,0.212,13.665,47.06,0.29
0.054,223.1,0.167,8.637,37.204,0.232
0.053,222.4,0.164,8.838,36.387,0.243
0.0544,221.3,0.168,8.506,37.169,0.229
0.0563,226.5,0.174,5.808,39.368,0.148
0.0553,219.4,0.171,8.489,37.474,0.227
0.0564,219.5,0.174,8.728,38.247,0.228
0.054,224.1,0.167,6.758,37.343,0.181
0.0592,219.7,0.183,9.758,40.151,0.243
0.0587,221.4,0.181,7.616,40.135,0.19
0.0543,222.4,0.168,7.343,37.289,0.197
0.0565,223,0.175,7.147,38.916,0.184
0.055,224.3,0.17,6.482,38.068,0.17
0.0551,218.2,0.17,9.888,37.117,0.266
0.0556,224.5,0.172,7.223,38.558,0.187
0.0564,215.8,0.174,10.299,37.589,0.274
0.0614,224.7,0.204,5.464,45.822,0.119
0.0568,218.5,0.175,9.795,38.332,0.256
0.0549,223.1,0.17,7.449,37.828,0.197
0.059,227.2,0.182,8.571,41.383,0.207
0.0642,224.8,0.213,7.206,47.933,0.15
0.0561,229,0.173,7.984,39.624,0.201
0.0568,218.4,0.175,10.065,38.288,0.263
0.0619,228.9,0.206,5.523,47.115,0.117
0.0566,222.4,0.175,9.495,38.866,0.244
0.058,224.4,0.179,8.236,40.196,0.205
0.06,226.3,0.185,9.468,41.917,0.226
0.0599,222,0.185,10.893,41.069,0.265
0.0563,229.2,0.174,7.641,39.849,0.192
0.0567,218.1,0.175,9.411,38.159,0.247
0.0578,225.1,0.178,7.534,40.156,0.188
0.0574,221.6,0.177,8.924,39.268,0.227
0.0571,218.9,0.176,9.974,38.547,0.259
0.0623,223.9,0.207,12.023,46.376,0.259
0.0605,217.5,0.187,11.658,40.612,0.287
0.0577,223.8,0.178,8.596,39.856,0.216
0.0601,223.6,0.185,9.218,41.45,0.222
0.0642,222.2,0.213,11.378,47.371,0.24
0.0618,219.2,0.205,12.557,45.018,0.279
0.0644,219.3,0.214,14.422,46.915,0.307
0.0622,222.4,0.207,12.789,45.977,0.278
0.0656,222.2,0.218,12.806,48.451,0.264
0.0643,225,0.214,12.215,48.066,0.254
0.0666,223,0.221,12.584,49.367,0.255
0.0587,220.8,0.181,9.709,39.987,0.243
0.0598,224.6,0.185,10.304,41.458,0.249
0.0596,221.5,0.184,10.138,40.753,0.249
0.065,220.4,0.216,12.837,47.616,0.27
0.0652,227,0.217,11.255,49.186,0.229
0.0594,222.2,0.183,10.468,40.72,0.257
0.062,222,0.206,11.32,45.756,0.247
0.0628,223.3,0.209,15.967,46.569,0.343
0.0662,219.6,0.22,15.541,48.268,0.322
0.0662,218.6,0.22,15.339,48.071,0.319
0.0636,226.5,0.211,11.133,47.831,0.233
0.0611,219.1,0.203,12.215,44.459,0.275
0.0565,226.3,0.174,8.937,39.482,0.226
0.0644,220.9,0.214,13.366,47.276,0.283
0.0578,221.6,0.178,10.202,39.515,0.258
0.0598,224.5,0.184,9.313,41.394,0.225
0.0635,219.6,0.211,12.63,46.367,0.272
0.0615,219.6,0.204,12.045,44.831,0.269
0.0652,221.6,0.217,13.671,48,0.285
0.0602,219.9,0.186,10.433,40.865,0.255
0.0636,219.8,0.211,12.569,46.413,0.271
0.0633,222.8,0.21,10.954,46.841,0.234
0.0647,221.2,0.215,12.087,47.519,0.254
0.059,226.4,0.182,9.006,41.242,0.218
0.0625,219.2,0.208,13.855,45.49,0.305
0.0616,227.2,0.205,7.996,46.472,0.172
0.0605,220,0.187,13.069,41.073,0.318
0.0589,227,0.182,8.904,41.283,0.216
0.0613,220.4,0.204,11.624,44.882,0.259
0.0636,225.3,0.211,10.826,47.6,0.227
0.0586,225.5,0.181,10.177,40.769,0.25
0.0611,220.5,0.203,10.428,44.778,0.233
0.0577,225.7,0.178,9.101,40.214,0.226
0.06,222.8,0.185,9.615,41.229,0.233
0.0667,223,0.221,16.308,49.389,0.33
0.0629,226.3,0.209,9.497,47.309,0.201
0.0644,222.7,0.214,12.069,47.621,0.253
0.0617,224.3,0.205,12.261,46,0.267
0.0583,220.4,0.18,10.194,39.653,0.257
0.0604,223.8,0.187,11.465,41.746,0.275
0.0576,221.2,0.178,9.385,39.326,0.239
0.0552,225,0.171,7.57,38.363,0.197
0.0602,219.7,0.186,9.811,40.799,0.24
0.0606,222.9,0.187,8.224,41.66,0.197
0.057,221.1,0.176,8.463,38.886,0.218
0.0595,219.4,0.184,8.409,40.295,0.209
0.057,225.6,0.176,7.218,39.693,0.182
0.0657,220.3,0.218,10.797,48.099,0.224
0.0557,225,0.172,7.289,38.676,0.188
0.0593,221,0.183,9.286,40.472,0.229
0.0595,225.4,0.184,7.509,41.402,0.181
0.0588,225.1,0.182,9.11,40.871,0.223
0.0569,224,0.176,8.968,39.32,0.228
0.0562,227.4,0.174,5.56,39.466,0.141
0.0583,220.9,0.18,8.501,39.779,0.214
0.0522,222.6,0.161,5.095,35.839,0.142
0.0539,225.1,0.166,6.762,37.419,0.181
0.0569,217.9,0.176,9.336,38.253,0.244
0.0564,224.6,0.174,6.859,39.082,0.175
0.0665,228.3,0.221,3.426,50.453,0.068
0.0585,218.5,0.181,8.499,39.49,0.215
0.0559,224.6,0.173,7.601,38.761,0.196
0.0562,224,0.173,7.065,38.844,0.182
0.059,216.6,0.182,10.182,39.461,0.258
0.0577,222.2,0.178,8.685,39.596,0.219
0.0524,230.1,0.162,5.989,37.214,0.161
0.0567,216.6,0.175,10.449,37.926,0.276
0.0573,228.9,0.177,7.608,40.504,0.188
0.0544,222,0.168,8.556,37.298,0.229
0.0565,218.3,0.174,10.216,38.05,0.268
0.0664,225.6,0.221,6.57,49.745,0.132
0.0578,223.2,0.178,8.052,39.783,0.202
0.065,225,0.216,15.037,48.581,0.31
0.0564,222.7,0.174,8.333,38.744,0.215
0.0595,221.3,0.183,7.087,40.602,0.175
0.0566,223.8,0.175,7.43,39.062,0.19
0.0573,221.5,0.177,8.876,39.177,0.227
0.055,223.8,0.17,6.789,37.987,0.179
0.0607,221.5,0.187,10.819,41.521,0.261
0.0554,228,0.171,5.405,39.003,0.139
0.058,222.1,0.179,7.772,39.769,0.195
0.0571,220.9,0.176,8.515,38.95,0.219
0.0579,222.1,0.179,7.829,39.685,0.197
0.0535,226.6,0.165,6.158,37.414,0.165
0.0552,223.8,0.17,7.955,38.11,0.209
0.0569,226.2,0.176,6.366,39.744,0.16
0.0568,218.1,0.175,9.799,38.211,0.256
0.057,224.6,0.176,6.845,39.539,0.173
0.0549,227.1,0.169,5.818,38.494,0.151
0.0563,223.4,0.174,9.527,38.806,0.245
0.058,226.6,0.179,6.102,40.559,0.15
0.0603,221.3,0.186,7.651,41.196,0.186
0.0554,225.4,0.171,7.537,38.542,0.196
0.0608,226.9,0.188,4.897,42.552,0.115
0.0608,221.1,0.188,7.906,41.495,0.191
0.0564,230.5,0.174,4.655,40.138,0.116
0.0602,223.1,0.186,7.282,41.451,0.176
0.0572,222.8,0.176,8.054,39.301,0.205
0.056,223.4,0.173,7.824,38.617,0.203
0.0545,227,0.168,6.809,38.212,0.178
0.0567,219.9,0.175,9.18,38.463,0.239
0.0578,221.2,0.178,8.549,39.456,0.217
0.0565,226.4,0.174,6.609,39.486,0.167
0.0558,224.8,0.172,6.265,38.74,0.162
0.0574,224,0.177,7.686,39.716,0.194
0.0561,225.4,0.173,6.869,39.012,0.176
0.0568,224,0.175,7.907,39.287,0.201
0.0569,230.3,0.176,5.026,40.449,0.124
0.0593,232.6,0.183,7.107,42.597,0.167
0.0559,226.6,0.173,7.951,39.121,0.203
0.0552,222.2,0.17,9.089,37.859,0.24
0.0576,226.6,0.178,7.251,40.27,0.18
0.0565,229.2,0.174,5.181,39.94,0.13
0.0632,226.3,0.21,11.355,47.558,0.239
0.0573,227.2,0.177,7.057,40.16,0.176
0.0594,230.7,0.183,6.326,42.265,0.15
0.0573,223.5,0.177,8.573,39.513,0.217
0.0551,230.8,0.17,6.011,39.266,0.153
0.0561,229.9,0.173,6.369,39.808,0.16
0.0562,226.4,0.174,7.657,39.307,0.195
0.0588,227.5,0.181,7.95,41.272,0.193
0.0553,225.5,0.171,7.445,38.521,0.193
0.055,229.1,0.17,6.14,38.848,0.158
0.0558,228.9,0.172,6.827,39.411,0.173
0.0567,222.3,0.175,8.503,38.92,0.218
0.0573,221.7,0.177,10.78,39.196,0.275
0.0604,230.2,0.186,5.231,42.925,0.122
0.0558,231.5,0.172,6.307,39.837,0.158
0.0587,224,0.181,7.469,40.565,0.184
0.058,223.1,0.179,9.28,39.96,0.232
0.0572,232.6,0.176,4.877,41.038,0.119
0.0647,227.4,0.215,5.635,48.912,0.115
0.0626,225.4,0.208,11.362,46.875,0.242
0.0551,228.7,0.17,6.324,38.899,0.163
0.0573,223.1,0.177,8.812,39.424,0.224
0.061,227,0.203,11.369,46.023,0.247
0.0605,224.5,0.187,7.717,41.89,0.184
0.0627,231.3,0.208,3.952,48.184,0.082
0.0563,223,0.174,8.752,38.73,0.226
0.0551,229.2,0.17,6.08,38.984,0.156
0.0566,224.4,0.175,8.6,39.163,0.22
0.056,228.9,0.173,6.121,39.567,0.155
0.0549,227.6,0.17,7.702,38.592,0.2
0.0564,223,0.174,9.093,38.81,0.234
0.06,231.8,0.185,4.887,42.948,0.114
0.0561,228,0.173,6.959,39.487,0.176
0.0588,226.8,0.181,9.683,41.13,0.235
0.0582,222.4,0.18,9.363,39.966,0.234
0.0609,233.2,0.188,4.647,43.807,0.106
0.057,228.8,0.176,7.36,40.23,0.183
0.0581,222.2,0.179,10.121,39.823,0.254
0.0636,225.3,0.211,9.146,47.59,0.192
0.0636,234.7,0.211,5.486,49.575,0.111
0.0596,228.1,0.184,8.844,41.959,0.211
0.0602,222.4,0.186,10.038,41.307,0.243
0.0612,231.1,0.203,6.658,47.009,0.142
0.0561,224.9,0.173,7.947,38.918,0.204
0.0571,222,0.176,8.804,39.159,0.225
