Vrms_current,Vrms,Irms,P,S,PF
0.049,218,0.151,5.97,32.941,0.181
0.0525,217.9,0.162,5.468,35.345,0.155
0.0486,217.1,0.15,6.433,32.536,0.198
0.0498,220.8,0.154,4.068,33.965,0.12
0.052,212.8,0.161,7.027,34.171,0.206
0.0502,214.2,0.155,7.137,33.21,0.215
0.0553,215.9,0.171,5.973,36.825,0.162
0.0489,219,0.151,4.734,33.086,0.143
0.0535,210.9,0.165,7.305,34.799,0.21
0.0512,215.6,0.158,5.125,34.07,0.15
0.0531,218.7,0.164,4.466,35.867,0.125
0.0514,213.5,0.159,7.101,33.894,0.21
0.0528,215.4,0.163,6.131,35.078,0.175
0.05,219.6,0.154,4.709,33.866,0.139
0.0496,214.3,0.153,7.037,32.8,0.215
0.0517,215.2,0.159,5.927,34.315,0.173
0.0487,215.2,0.15,6.87,32.344,0.212
0.0526,217.7,0.162,6.014,35.382,0.17
0.0475,216.2,0.147,6.526,31.689,0.206
0.0544,214.1,0.168,7.917,35.949,0.22
0.0482,218.5,0.149,6.105,32.533,0.188
0.0548,215,0.169,6.897,36.379,0.19
0.049,218.9,0.151,5.292,33.08,0.16
0.0498,222.1,0.154,3.828,34.141,0.112
0.0516,215.5,0.159,5.576,34.318,0.162
0.0514,212.4,0.159,8.329,33.729,0.247
0.0511,222,0.158,4.262,34.975,0.122
0.052,218,0.16,5.494,34.974,0.157
0.0513,212.9,0.158,7.023,33.729,0.208
0.0486,219,0.15,5.392,32.849,0.164
0.0501,219.4,0.155,4.324,33.933,0.127
0.0517,216.7,0.159,6.191,34.561,0.179
0.0483,217,0.149,6.857,32.322,0.212
0.052,216.6,0.161,6.125,34.77,0.176
0.0501,220.8,0.155,3.787,34.123,0.111
0.0526,211.9,0.162,7.632,34.376,0.222
0.0513,217.8,0.158,5.434,34.46,0.158
0.0488,217.1,0.151,5.85,32.727,0.179
0.0496,218,0.153,5.007,33.379,0.15
0.0479,213.8,0.148,6.954,31.59,0.22
0.0505,216.1,0.156,7.158,33.681,0.213
0.0491,214.4,0.152,6.822,32.514,0.21
0.0511,215.3,0.158,6.027,33.958,0.177
0.0554,215.6,0.171,4.636,36.83,0.126
0.0513,214.6,0.158,5.916,33.999,0.174
0.0499,214.9,0.154,6.274,33.116,0.189
0.051,214.3,0.157,6.02,33.745,0.178
0.0507,216.8,0.157,7.484,33.952,0.22
0.055,217.1,0.17,4.114,36.834,0.112
0.0516,212.2,0.159,7.186,33.766,0.213
0.049,219.3,0.151,4.05,33.198,0.122
0.0529,212,0.163,6.831,34.642,0.197
0.048,217.2,0.148,5.784,32.159,0.18
0.0516,216.6,0.159,5.274,34.492,0.153
0.0477,219.1,0.147,5.926,32.232,0.184
0.0549,210.7,0.17,5.984,35.728,0.167
0.0501,230.2,0.155,4.775,35.571,0.134
0.0511,225.7,0.158,8.224,35.595,0.231
0.0491,219,0.152,4.259,33.187,0.128
0.0516,225,0.159,8.218,35.853,0.229
0.049,230.6,0.151,4.639,34.908,0.133
0.0519,219.6,0.16,7.592,35.141,0.216
0.0495,228.5,0.153,5.833,34.891,0.167
0.0529,221.9,0.163,6.86,36.253,0.189
0.0486,227.8,0.15,5.228,34.142,0.153
0.053,221.3,0.164,6.942,36.213,0.192
0.0499,224.3,0.154,4.41,34.572,0.128
0.0475,216.7,0.147,4.63,31.76,0.146
0.0516,208.8,0.159,7.09,33.266,0.213
0.0483,218.5,0.149,4.915,32.572,0.151
0.0512,214.1,0.158,5.505,33.862,0.163
0.0463,218.1,0.143,4.432,31.181,0.142
0.0501,208.7,0.155,7.444,32.269,0.231
0.0497,215.4,0.153,4.943,33.06,0.15
0.0509,212.8,0.157,6.774,33.446,0.203
0.0504,215.8,0.155,4.679,33.546,0.139
0.0479,214.6,0.148,5.989,31.729,0.189
0.0499,218.2,0.154,3.808,33.633,0.113
0.0491,216.4,0.151,4.596,32.768,0.14
0.0493,212.5,0.152,5.86,32.304,0.181
0.0482,211.1,0.149,6.827,31.437,0.217
0.0572,216.3,0.177,3.466,38.201,0.091
0.0486,211.6,0.15,6.902,31.748,0.217
0.0487,215.6,0.15,4.653,32.402,0.144
0.0499,210.7,0.154,6.786,32.481,0.209
0.0487,216.4,0.15,4.252,32.539,0.131
0.0513,207.2,0.158,7.771,32.792,0.237
0.0482,215.5,0.149,4.912,32.05,0.153
0.0473,213.3,0.146,5.792,31.118,0.186
0.0508,211,0.157,6.189,33.112,0.187
0.0496,211.2,0.153,5.573,32.324,0.172
0.0509,207.6,0.157,6.855,32.633,0.21
0.0462,216.8,0.143,4.553,30.938,0.147
0.0506,209.2,0.156,6.667,32.647,0.204
0.0482,217,0.149,4.409,32.317,0.136
0.048,213.6,0.148,6.076,31.664,0.192
0.0505,208.9,0.156,6.494,32.575,0.199
0.0502,212.7,0.155,4.932,32.933,0.15
0.0479,215.6,0.148,4.537,31.851,0.142
0.0484,209.6,0.149,7.007,31.324,0.224
0.0575,213.6,0.177,4.208,37.888,0.111
0.0506,209.6,0.156,7.013,32.766,0.214
0.0477,217.6,0.147,4.011,32.035,0.125
0.0508,211.6,0.157,6.315,33.171,0.19
0.052,219.1,0.161,2.865,35.186,0.081
0.0519,209.2,0.16,6.848,33.539,0.204
0.0502,215,0.155,5.06,33.29,0.152
0.0482,215.4,0.149,5.746,32.037,0.179
0.0521,214.5,0.161,7.046,34.473,0.204
0.0496,217.2,0.153,3.814,33.286,0.115
0.0525,208.5,0.162,7.213,33.77,0.214
0.0496,217.4,0.153,3.854,33.295,0.116
0.0495,210.5,0.153,6.835,32.129,0.213
0.0543,215.9,0.168,3.902,36.167,0.108
0.0489,211,0.151,6.413,31.826,0.201
0.0503,215.7,0.155,4.117,33.462,0.123
0.0465,217.3,0.143,4.923,31.169,0.158
0.0507,209.5,0.156,6.235,32.776,0.19
0.0496,221.3,0.153,3.076,33.848,0.091
0.0517,209.6,0.16,6.807,33.457,0.203
0.0504,217.7,0.156,4.135,33.883,0.122
0.0506,213,0.156,6.683,33.237,0.201
0.05,216,0.154,4.82,33.325,0.145
0.0517,212.2,0.16,6.498,33.874,0.192
0.0507,214.5,0.157,5.118,33.593,0.152
0.0521,215.2,0.161,5.312,34.598,0.154
0.0496,218,0.153,5.456,33.342,0.164
0.0472,221.4,0.146,4.957,32.226,0.154
0.0499,212.6,0.154,7.149,32.765,0.218
0.0497,215.4,0.154,5.829,33.072,0.176
0.0498,216.6,0.154,6.74,33.307,0.202
0.0508,218.7,0.157,4.707,34.296,0.137
0.0533,213,0.165,6.991,35.053,0.199
0.0504,217,0.155,5.173,33.73,0.153
0.0522,211.2,0.161,6.992,34.022,0.206
0.0483,216.6,0.149,5.781,32.323,0.179
0.0518,213.4,0.16,6.575,34.104,0.193
0.0504,212.3,0.156,7.782,33.023,0.236
0.0493,220,0.152,3.973,33.503,0.119
0.0526,214.7,0.162,6.54,34.857,0.188
0.0539,218.8,0.166,4.205,36.405,0.116
0.0509,211.9,0.157,7.067,33.277,0.212
0.0553,220.3,0.171,4.662,37.603,0.124
0.0494,218.9,0.152,4.953,33.373,0.148
0.0502,214.4,0.155,7.45,33.229,0.224
0.0515,216.7,0.159,5.574,34.413,0.162
0.0538,213.1,0.166,6.305,35.385,0.178
0.0527,213.2,0.163,6.711,34.699,0.193
0.0505,217,0.156,4.377,33.815,0.129
0.0522,212.2,0.161,7.593,34.209,0.222
0.0546,212.1,0.168,6.11,35.728,0.171
0.0556,218.9,0.172,4.028,37.587,0.107
0.0525,213.6,0.162,6.987,34.612,0.202
0.0493,217.3,0.152,5.579,33.088,0.169
0.0523,215.5,0.161,6.305,34.773,0.181
0.0516,220.2,0.159,4.964,35.04,0.142
